age,job,marital,education,default,housing,loan,contact,month,day_of_week,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,age_group,probabilidad_exito
28,services,single,high.school,no,yes,no,cellular,apr,thu,2,999,0,nonexistent,-1.8,93.075,-47.1,1.435,5099.1,Joven,0.6666134977807743
41,admin.,married,university.degree,no,no,no,cellular,sep,mon,3,999,0,nonexistent,-3.4,92.379,-29.8,0.797,5017.5,Adulto,0.8199608827436622
41,blue-collar,married,basic.4y,no,no,no,cellular,apr,thu,1,999,1,failure,-1.8,93.075,-47.1,1.41,5099.1,Adulto,0.5028310962511562
35,technician,married,professional.course,no,yes,no,telephone,jun,fri,1,999,0,nonexistent,-2.9,92.963,-40.8,1.268,5076.2,Adulto,0.6616275754821839
43,services,divorced,high.school,unknown,no,no,cellular,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.483,5099.1,Adulto,0.5817206636052276
30,student,single,unknown,no,yes,no,cellular,mar,thu,1,999,0,nonexistent,-1.8,93.369,-34.8,0.635,5008.7,Joven,0.9386338899605703
39,blue-collar,married,basic.6y,no,yes,yes,telephone,nov,wed,2,6,1,success,-0.1,93.2,-42.0,4.12,5195.8,Adulto,0.5883405391160239
45,management,married,university.degree,no,no,yes,telephone,jul,thu,2,999,1,failure,-1.7,94.215,-40.3,0.884,4991.6,Adulto,0.777929894174272
55,housemaid,married,basic.4y,no,yes,no,cellular,apr,mon,1,999,0,nonexistent,-1.8,93.075,-47.1,1.466,5099.1,Maduro,0.6046130756050277
28,admin.,single,university.degree,no,no,no,cellular,aug,fri,1,4,2,success,-2.9,92.201,-31.4,0.881,5076.2,Joven,0.949366862960999
21,student,single,high.school,no,yes,no,cellular,aug,tue,3,9,2,success,-1.7,94.027,-38.3,0.899,4991.6,Joven,0.9836765529189281
46,unemployed,divorced,basic.4y,no,no,no,cellular,nov,fri,3,3,1,success,-0.1,93.2,-42.0,4.021,5195.8,Maduro,0.619275970398672
31,technician,divorced,university.degree,no,no,no,cellular,may,wed,3,7,3,success,-1.8,93.876,-40.0,0.697,5008.7,Adulto,0.9224579265030453
33,admin.,married,university.degree,no,no,no,telephone,jun,fri,1,999,0,nonexistent,-1.7,94.055,-39.8,0.732,4991.6,Adulto,0.6511343090016508
37,admin.,married,high.school,no,yes,no,cellular,jul,thu,2,999,0,nonexistent,-1.7,94.215,-40.3,0.81,4991.6,Adulto,0.9002431625148901
48,unemployed,married,professional.course,no,yes,no,cellular,sep,mon,2,999,0,nonexistent,-1.1,94.199,-37.5,0.879,4963.6,Maduro,0.7352118505023314
51,admin.,single,university.degree,no,yes,yes,cellular,may,wed,3,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,Maduro,0.5230267747033306
55,admin.,married,high.school,no,no,no,cellular,apr,fri,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,Maduro,0.6564408174865372
62,retired,married,university.degree,unknown,yes,yes,cellular,aug,thu,2,999,0,nonexistent,-2.9,92.201,-31.4,0.873,5076.2,Senior,0.8373675373730329
34,admin.,married,university.degree,no,yes,no,cellular,apr,tue,2,999,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,Adulto,0.6452579345255275
33,entrepreneur,married,university.degree,no,yes,no,telephone,oct,tue,1,999,0,nonexistent,-0.1,93.798,-40.4,4.86,5195.8,Adulto,0.6886898210856655
36,admin.,married,university.degree,no,yes,yes,cellular,aug,thu,2,999,1,failure,-2.9,92.201,-31.4,0.873,5076.2,Adulto,0.6956359421223506
37,technician,married,university.degree,no,yes,no,cellular,may,mon,1,3,1,success,-1.8,92.893,-46.2,1.264,5099.1,Adulto,0.7776493464240248
51,management,married,university.degree,no,yes,no,cellular,may,mon,2,999,4,failure,-1.8,93.876,-40.0,0.697,5008.7,Maduro,0.5689888029411388
35,technician,married,professional.course,no,yes,no,cellular,sep,thu,1,999,2,failure,-1.1,94.199,-37.5,0.878,4963.6,Adulto,0.6650838540906465
60,retired,married,professional.course,no,yes,yes,cellular,jul,thu,4,6,2,success,-1.7,94.215,-40.3,0.899,4991.6,Maduro,0.9776286470612956
30,blue-collar,married,basic.9y,no,no,no,cellular,may,wed,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,Joven,0.5063474305053297
22,management,single,university.degree,no,yes,no,cellular,apr,wed,2,999,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,Joven,0.7213491648871947
34,admin.,married,high.school,no,no,yes,cellular,sep,wed,2,999,0,nonexistent,-1.1,94.199,-37.5,0.876,4963.6,Adulto,0.8198645528624449
30,admin.,married,university.degree,no,no,yes,cellular,may,thu,2,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,Joven,0.5289661321577146
34,unknown,married,basic.4y,no,no,yes,cellular,apr,fri,2,999,0,nonexistent,-1.8,93.075,-47.1,1.4,5099.1,Adulto,0.6552133817542133
46,admin.,married,high.school,no,no,no,cellular,may,wed,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,Maduro,0.5126811476692227
44,admin.,married,university.degree,no,yes,no,cellular,jun,fri,1,999,0,nonexistent,-2.9,92.963,-40.8,1.268,5076.2,Adulto,0.8102028870024691
62,technician,married,unknown,no,no,no,cellular,jul,mon,2,999,2,failure,-1.7,94.215,-40.3,0.827,4991.6,Senior,0.8608364385765506
64,unknown,married,unknown,no,yes,no,telephone,aug,fri,4,999,0,nonexistent,-1.7,94.027,-38.3,0.905,4991.6,Senior,0.8865932790274633
34,admin.,married,high.school,no,no,no,cellular,may,wed,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,Adulto,0.5003825360685695
34,admin.,single,high.school,no,yes,no,cellular,may,wed,1,11,1,success,-1.8,92.893,-46.2,1.334,5099.1,Adulto,0.8113703158269476
59,technician,divorced,professional.course,no,no,no,cellular,apr,mon,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,Maduro,0.6171107327450339
31,admin.,married,university.degree,no,yes,no,cellular,may,wed,2,10,1,success,-1.8,92.893,-46.2,1.281,5099.1,Adulto,0.8056789901428085
30,admin.,married,university.degree,no,yes,yes,cellular,apr,thu,2,999,0,nonexistent,-1.8,93.075,-47.1,1.483,5099.1,Joven,0.7009093823949143
59,admin.,divorced,university.degree,no,yes,no,cellular,apr,fri,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,Maduro,0.5461490548833902
32,admin.,single,high.school,no,no,no,cellular,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,Adulto,0.6662705399103598
38,services,married,high.school,no,yes,no,cellular,apr,mon,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,Adulto,0.5778858174590904
29,self-employed,married,university.degree,no,no,no,cellular,may,tue,2,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,Joven,0.506565478270398
31,admin.,married,university.degree,no,yes,no,cellular,nov,thu,2,5,1,success,-0.1,93.2,-42.0,4.076,5195.8,Adulto,0.6954428073189218
40,blue-collar,divorced,basic.6y,no,no,no,cellular,apr,mon,2,999,0,nonexistent,-1.8,93.075,-47.1,1.466,5099.1,Adulto,0.626542145037157
25,technician,single,university.degree,no,no,yes,cellular,may,mon,3,12,2,failure,-1.8,92.893,-46.2,1.299,5099.1,Joven,0.6561299338744534
56,technician,divorced,professional.course,no,no,no,cellular,oct,mon,1,3,2,success,-1.1,94.601,-49.5,1.0,4963.6,Maduro,0.9574674012000999
30,admin.,married,university.degree,no,yes,no,telephone,oct,wed,2,999,0,nonexistent,-3.4,92.431,-26.9,0.735,5017.5,Joven,0.7953363832045135
54,admin.,married,high.school,no,no,no,cellular,jun,fri,3,999,0,nonexistent,-2.9,92.963,-40.8,1.268,5076.2,Maduro,0.801559043709423
58,admin.,single,university.degree,no,no,no,cellular,may,tue,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,Maduro,0.5146696854215338
58,entrepreneur,married,high.school,no,yes,no,cellular,sep,mon,1,999,1,failure,-1.1,94.199,-37.5,0.882,4963.6,Maduro,0.7032731757228967
27,technician,single,university.degree,no,no,yes,cellular,nov,wed,1,999,0,nonexistent,-3.4,92.649,-30.1,0.716,5017.5,Joven,0.8768729848896885
49,admin.,divorced,university.degree,no,no,no,cellular,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,Maduro,0.6638758494375124
62,retired,married,high.school,no,no,no,cellular,oct,wed,1,999,0,nonexistent,-3.4,92.431,-26.9,0.724,5017.5,Senior,0.9148736708143059
28,unemployed,married,university.degree,no,no,no,cellular,may,wed,1,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,Joven,0.5117987957035938
45,blue-collar,single,basic.9y,no,no,no,cellular,aug,wed,1,3,2,success,-2.9,92.201,-31.4,0.879,5076.2,Adulto,0.9342975794066556
45,management,divorced,university.degree,no,no,no,cellular,apr,tue,2,999,0,nonexistent,-1.8,93.075,-47.1,1.453,5099.1,Adulto,0.6414581151817551
58,services,married,high.school,no,yes,no,telephone,mar,mon,4,999,0,nonexistent,-1.8,93.369,-34.8,0.635,5008.7,Maduro,0.788804165165184
32,blue-collar,married,basic.9y,no,yes,no,cellular,may,wed,1,10,1,success,-1.8,92.893,-46.2,1.334,5099.1,Adulto,0.7785514332362942
84,retired,divorced,unknown,unknown,no,no,cellular,sep,tue,1,3,2,success,-1.1,94.199,-37.5,0.877,4963.6,Senior,0.9534258425158898
34,admin.,single,university.degree,no,no,no,cellular,nov,thu,1,6,1,success,-3.4,92.649,-30.1,0.714,5017.5,Adulto,0.9571659068143512
46,self-employed,divorced,high.school,no,no,no,cellular,sep,fri,2,999,1,failure,-3.4,92.379,-29.8,0.762,5017.5,Maduro,0.7430788750424511
38,technician,single,high.school,no,yes,no,cellular,apr,fri,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,Adulto,0.6629705055366688
28,admin.,married,high.school,no,no,yes,telephone,jun,mon,1,999,0,nonexistent,-1.7,94.055,-39.8,0.711,4991.6,Joven,0.6487288904191229
54,blue-collar,married,basic.4y,no,no,no,cellular,apr,wed,2,999,0,nonexistent,-1.8,93.075,-47.1,1.415,5099.1,Maduro,0.6497181086701339
51,technician,married,university.degree,no,yes,no,cellular,jun,tue,1,10,1,success,-1.7,94.055,-39.8,0.702,4991.6,Maduro,0.9360909643983821
57,retired,married,basic.6y,no,yes,no,cellular,may,thu,1,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,Maduro,0.5811335567836677
37,admin.,married,high.school,no,yes,no,telephone,nov,mon,1,999,0,nonexistent,-3.4,92.649,-30.1,0.722,5017.5,Adulto,0.6653679275937509
53,blue-collar,married,high.school,unknown,no,no,cellular,apr,mon,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,Maduro,0.5801834162521577
66,retired,married,unknown,no,no,no,cellular,sep,tue,1,999,1,failure,-1.1,94.199,-37.5,0.881,4963.6,Senior,0.810207684605011
23,technician,single,university.degree,no,yes,no,cellular,aug,mon,1,999,0,nonexistent,-2.9,92.201,-31.4,0.861,5076.2,Joven,0.803293247038428
20,student,single,basic.4y,no,yes,yes,cellular,apr,tue,1,999,1,failure,-1.8,93.749,-34.6,0.644,5008.7,Joven,0.7949452243023579
44,blue-collar,married,basic.6y,no,no,no,cellular,apr,tue,1,999,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,Adulto,0.6735853984768416
35,admin.,single,university.degree,no,yes,no,cellular,apr,thu,2,999,0,nonexistent,-1.8,93.749,-34.6,0.659,5008.7,Adulto,0.826714937571974
55,retired,married,basic.4y,no,no,no,cellular,jun,tue,2,999,0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2,Maduro,0.8268644553709807
34,technician,married,professional.course,no,yes,no,cellular,oct,wed,2,8,1,success,-3.4,92.431,-26.9,0.735,5017.5,Adulto,0.9606966084834676
35,admin.,single,basic.9y,no,yes,no,cellular,may,tue,3,9,1,success,-1.8,92.893,-46.2,1.291,5099.1,Adulto,0.7637372202683537
34,management,single,university.degree,no,no,yes,cellular,may,wed,1,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,Adulto,0.5382982824228247
32,unemployed,single,university.degree,no,yes,no,cellular,aug,fri,1,999,1,failure,-2.9,92.201,-31.4,0.881,5076.2,Adulto,0.6721994135771915
66,retired,married,basic.4y,no,yes,yes,telephone,aug,wed,3,999,3,failure,-2.9,92.201,-31.4,0.854,5076.2,Senior,0.5774461391649479
83,housemaid,divorced,basic.4y,no,yes,no,cellular,jul,tue,2,3,1,success,-1.7,94.215,-40.3,0.797,4991.6,Senior,0.9759378944502498
36,blue-collar,single,high.school,no,yes,yes,cellular,jun,wed,2,3,1,success,-1.7,94.055,-39.8,0.739,4991.6,Adulto,0.9357542542034972
30,admin.,married,university.degree,no,unknown,unknown,cellular,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,Joven,0.6874116848085595
33,admin.,single,university.degree,no,no,no,cellular,jun,fri,2,999,0,nonexistent,-2.9,92.963,-40.8,1.268,5076.2,Adulto,0.8188189132318217
60,retired,married,basic.4y,no,no,no,cellular,oct,mon,1,999,0,nonexistent,-3.4,92.431,-26.9,0.739,5017.5,Maduro,0.8686030591099382
26,unemployed,married,high.school,no,yes,no,cellular,jul,fri,7,999,0,nonexistent,-1.7,94.215,-40.3,0.822,4991.6,Joven,0.8800564302805364
32,admin.,married,university.degree,no,no,no,cellular,jun,tue,1,999,0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2,Adulto,0.8081205609825526
28,self-employed,single,university.degree,no,yes,no,cellular,jul,thu,2,999,0,nonexistent,-1.7,94.215,-40.3,0.846,4991.6,Joven,0.9231045551737688
67,admin.,married,basic.4y,unknown,no,no,cellular,oct,thu,2,2,2,success,-3.4,92.431,-26.9,0.722,5017.5,Senior,0.9548067937489799
31,admin.,single,university.degree,no,yes,no,cellular,may,wed,1,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,Adulto,0.5152321021765964
28,admin.,single,university.degree,no,no,no,cellular,oct,fri,2,999,0,nonexistent,-3.4,92.431,-26.9,0.739,5017.5,Joven,0.8842961172808408
39,blue-collar,married,basic.4y,unknown,yes,no,cellular,apr,mon,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,Adulto,0.5250538456480007
24,student,single,unknown,no,yes,no,cellular,sep,wed,1,999,2,failure,-1.1,94.199,-37.5,0.886,4963.6,Joven,0.7896725587231317
41,admin.,married,university.degree,no,yes,no,cellular,apr,fri,1,999,0,nonexistent,-1.8,93.749,-34.6,0.645,5008.7,Adulto,0.828231168015622
28,services,single,basic.6y,no,no,no,cellular,jun,wed,2,4,1,success,-2.9,92.963,-40.8,1.26,5076.2,Joven,0.962717282630714
55,retired,married,high.school,no,no,no,cellular,apr,fri,1,8,1,success,-1.8,93.075,-47.1,1.405,5099.1,Maduro,0.9200515828106057
39,admin.,married,university.degree,no,no,no,cellular,apr,mon,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,Adulto,0.6301843600185473
64,unemployed,married,basic.4y,no,yes,no,cellular,nov,thu,1,999,0,nonexistent,-3.4,92.649,-30.1,0.714,5017.5,Senior,0.811026571724
53,technician,married,professional.course,no,yes,no,cellular,aug,thu,1,999,1,failure,-2.9,92.201,-31.4,0.883,5076.2,Maduro,0.6843679972940451
36,self-employed,single,university.degree,no,yes,no,telephone,oct,thu,1,999,0,nonexistent,-0.1,93.798,-40.4,4.794,5195.8,Adulto,0.6913967859163677
34,admin.,single,high.school,no,no,no,cellular,apr,tue,1,999,0,nonexistent,-1.8,93.075,-47.1,1.453,5099.1,Adulto,0.6645427680256933
26,student,single,basic.9y,no,yes,no,cellular,mar,mon,2,999,0,nonexistent,-1.8,92.843,-50.0,1.811,5099.1,Joven,0.8730239654464479
38,entrepreneur,married,professional.course,no,no,no,cellular,may,mon,5,3,2,success,-1.8,93.876,-40.0,0.682,5008.7,Adulto,0.9118838924407291
30,technician,single,professional.course,no,yes,no,cellular,sep,fri,2,999,0,nonexistent,-1.1,94.199,-37.5,0.883,4963.6,Joven,0.8200020728800578
64,retired,married,university.degree,no,yes,no,cellular,apr,tue,4,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,Senior,0.7356727987512209
75,retired,married,basic.4y,no,no,yes,cellular,aug,fri,1,999,0,nonexistent,-2.9,92.201,-31.4,0.881,5076.2,Senior,0.8587942816414679
63,blue-collar,married,basic.4y,no,yes,yes,cellular,aug,fri,3,999,0,nonexistent,-2.9,92.201,-31.4,0.869,5076.2,Senior,0.7865750582721055
26,unemployed,single,university.degree,no,yes,no,cellular,apr,tue,1,999,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,Joven,0.6626196009187747
85,retired,single,professional.course,no,no,no,cellular,mar,fri,7,7,2,success,-1.8,93.369,-34.8,0.653,5008.7,Senior,0.9810078893198232
38,entrepreneur,married,university.degree,no,no,no,cellular,nov,wed,2,999,0,nonexistent,-1.1,94.767,-50.8,1.03,4963.6,Adulto,0.8660635832846556
34,admin.,single,university.degree,no,yes,no,cellular,mar,tue,2,999,0,nonexistent,-1.8,93.369,-34.8,0.652,5008.7,Adulto,0.9085092844732253
36,management,married,university.degree,no,no,no,cellular,apr,mon,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,Adulto,0.5296920365426385
22,student,single,high.school,no,yes,no,cellular,apr,fri,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,Joven,0.7246258345098193
36,technician,married,basic.6y,no,no,no,cellular,apr,mon,2,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,Adulto,0.5485669896090586
26,admin.,single,university.degree,no,no,yes,cellular,jun,fri,2,6,1,success,-1.7,94.055,-39.8,0.732,4991.6,Joven,0.9509208688038356
36,management,divorced,university.degree,no,yes,no,cellular,sep,tue,1,6,1,success,-1.1,94.199,-37.5,0.881,4963.6,Adulto,0.9406659135630379
30,admin.,single,university.degree,no,no,no,cellular,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,Joven,0.7186760513332122
51,blue-collar,married,basic.9y,no,yes,no,cellular,apr,mon,4,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,Maduro,0.5656946701255495
36,management,married,university.degree,no,yes,no,cellular,jun,thu,1,999,1,failure,-2.9,92.963,-40.8,1.26,5076.2,Adulto,0.716081178781223
34,blue-collar,married,basic.9y,no,no,no,cellular,apr,mon,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,Adulto,0.5759438044297439
27,student,single,basic.9y,no,yes,no,cellular,aug,wed,1,999,0,nonexistent,-1.7,94.027,-38.3,0.9,4991.6,Joven,0.9509143989707225
34,admin.,married,university.degree,no,yes,yes,cellular,apr,thu,2,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,Adulto,0.6584771175163726
49,blue-collar,married,basic.9y,no,yes,no,cellular,apr,fri,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,Maduro,0.6176930580396734
27,admin.,married,high.school,no,no,no,cellular,may,thu,1,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,Joven,0.5125619090602246
23,admin.,single,university.degree,no,no,no,cellular,apr,wed,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,Joven,0.6381696607683028
33,entrepreneur,single,high.school,no,yes,yes,cellular,may,wed,2,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,Adulto,0.5116930545889085
34,technician,single,university.degree,no,no,no,cellular,oct,thu,1,999,1,failure,-3.4,92.431,-26.9,0.722,5017.5,Adulto,0.8030683152897587
63,retired,married,unknown,no,no,no,telephone,apr,wed,1,999,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,Senior,0.6614543543218054
60,blue-collar,married,basic.4y,no,yes,no,cellular,may,mon,2,6,2,success,-1.8,93.876,-40.0,0.685,5008.7,Maduro,0.9081339805740589
48,blue-collar,married,basic.9y,no,yes,no,cellular,may,tue,1,3,3,success,-1.8,93.876,-40.0,0.668,5008.7,Maduro,0.9068194290620969
49,management,married,university.degree,no,yes,no,telephone,jun,mon,2,999,0,nonexistent,-2.9,92.963,-40.8,1.266,5076.2,Maduro,0.6564300829678219
49,technician,divorced,professional.course,no,yes,no,cellular,mar,tue,2,999,1,failure,-1.8,93.369,-34.8,0.635,5008.7,Maduro,0.8330052203843994
44,unemployed,married,high.school,no,yes,no,cellular,aug,thu,1,999,0,nonexistent,-2.9,92.201,-31.4,0.873,5076.2,Adulto,0.7430750857372261
34,admin.,single,university.degree,no,yes,no,cellular,apr,mon,4,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,Adulto,0.6188391592300685
38,blue-collar,single,high.school,no,yes,no,cellular,sep,wed,1,6,3,success,-1.1,94.199,-37.5,0.879,4963.6,Adulto,0.9313899389391436
31,entrepreneur,divorced,basic.4y,no,no,no,cellular,nov,tue,1,5,1,success,-0.1,93.2,-42.0,4.153,5195.8,Adulto,0.6729988145097139
60,admin.,married,university.degree,no,yes,no,cellular,mar,fri,1,999,0,nonexistent,-1.8,92.843,-50.0,1.531,5099.1,Maduro,0.8573354407580955
38,admin.,divorced,basic.6y,unknown,yes,no,cellular,apr,thu,1,999,1,failure,-1.8,93.075,-47.1,1.483,5099.1,Adulto,0.5120512330078388
55,management,married,university.degree,no,yes,no,cellular,nov,tue,1,999,0,nonexistent,-3.4,92.649,-30.1,0.716,5017.5,Maduro,0.8250473880327118
28,management,married,basic.6y,no,no,yes,cellular,jun,tue,1,999,0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2,Joven,0.850854700406626
32,admin.,single,university.degree,no,no,no,cellular,jun,fri,1,999,0,nonexistent,-2.9,92.963,-40.8,1.268,5076.2,Adulto,0.8246382227183906
31,blue-collar,single,basic.9y,no,no,no,cellular,apr,mon,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,Adulto,0.6084534903492099
33,admin.,single,university.degree,no,no,no,cellular,oct,thu,5,999,1,failure,-3.4,92.431,-26.9,0.74,5017.5,Adulto,0.7756707514195285
34,admin.,single,university.degree,no,yes,yes,cellular,mar,tue,1,999,0,nonexistent,-1.8,93.369,-34.8,0.652,5008.7,Adulto,0.9150840683720196
56,management,married,university.degree,no,yes,no,cellular,jun,wed,3,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,Maduro,0.8174329860404786
36,management,married,university.degree,no,no,no,cellular,mar,thu,2,999,0,nonexistent,-1.8,92.843,-50.0,1.538,5099.1,Adulto,0.8474290282790808
29,admin.,single,university.degree,no,yes,no,cellular,oct,thu,1,999,0,nonexistent,-3.4,92.431,-26.9,0.754,5017.5,Joven,0.8809939643941528
47,blue-collar,married,basic.9y,no,unknown,unknown,cellular,jun,tue,1,999,0,nonexistent,-1.7,94.055,-39.8,0.713,4991.6,Maduro,0.7236715401086476
51,admin.,divorced,high.school,no,yes,no,telephone,sep,fri,1,999,0,nonexistent,-1.1,94.199,-37.5,0.879,4963.6,Maduro,0.6639277905011821
29,admin.,divorced,university.degree,no,yes,no,cellular,jun,wed,3,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,Joven,0.8211958973554644
39,self-employed,divorced,high.school,no,no,no,cellular,sep,tue,1,3,1,success,-3.4,92.379,-29.8,0.788,5017.5,Adulto,0.9509957641548592
37,technician,married,professional.course,no,no,no,cellular,apr,thu,1,18,1,success,-1.8,93.749,-34.6,0.659,5008.7,Adulto,0.949972539448379
60,admin.,married,unknown,no,yes,no,cellular,may,wed,1,6,2,success,-1.8,93.876,-40.0,0.682,5008.7,Maduro,0.9410130577506352
25,admin.,married,high.school,no,yes,no,telephone,jul,mon,1,999,0,nonexistent,-1.7,94.215,-40.3,0.793,4991.6,Joven,0.8350425102645959
28,self-employed,single,university.degree,no,no,no,cellular,mar,fri,1,999,0,nonexistent,-1.8,92.843,-50.0,1.64,5099.1,Joven,0.8820355592820949
30,admin.,single,university.degree,no,yes,no,cellular,jul,tue,2,3,1,success,-1.7,94.215,-40.3,0.797,4991.6,Joven,0.9807288854550532
82,retired,divorced,basic.4y,no,yes,no,cellular,nov,tue,2,3,1,success,-3.4,92.649,-30.1,0.715,5017.5,Senior,0.9617858069534445
31,admin.,single,university.degree,no,yes,yes,telephone,aug,tue,2,999,0,nonexistent,-2.9,92.201,-31.4,0.883,5076.2,Adulto,0.6623524836383604
30,management,single,university.degree,no,no,no,cellular,may,tue,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,Joven,0.5376705777472441
32,technician,divorced,professional.course,no,yes,no,telephone,jul,wed,1,999,0,nonexistent,-1.7,94.215,-40.3,0.84,4991.6,Adulto,0.8285584801187494
33,admin.,single,high.school,unknown,no,no,cellular,may,thu,1,12,1,success,-1.8,92.893,-46.2,1.266,5099.1,Adulto,0.7698255574255187
38,technician,married,university.degree,no,yes,no,cellular,aug,wed,4,999,0,nonexistent,-2.9,92.201,-31.4,0.854,5076.2,Adulto,0.7860293313207768
60,retired,married,professional.course,no,yes,no,cellular,mar,wed,1,999,0,nonexistent,-1.8,92.843,-50.0,1.663,5099.1,Maduro,0.8862510752229876
25,unemployed,married,high.school,no,yes,no,cellular,mar,wed,2,6,1,success,-1.8,93.369,-34.8,0.651,5008.7,Joven,0.9769799420031154
86,retired,divorced,basic.4y,no,unknown,unknown,cellular,oct,wed,1,999,0,nonexistent,-3.4,92.431,-26.9,0.74,5017.5,Senior,0.8964870889879086
24,admin.,single,university.degree,no,yes,yes,telephone,oct,thu,1,999,0,nonexistent,-3.4,92.431,-26.9,0.733,5017.5,Joven,0.7980402479128403
31,technician,single,basic.9y,no,yes,no,cellular,may,thu,1,11,1,success,-1.8,92.893,-46.2,1.266,5099.1,Adulto,0.7817768982764912
33,admin.,married,university.degree,no,no,no,telephone,oct,wed,1,999,0,nonexistent,-0.1,93.798,-40.4,4.827,5195.8,Adulto,0.7190657378181456
47,management,married,basic.9y,no,no,no,cellular,jun,tue,1,999,0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2,Maduro,0.7945421058474784
53,housemaid,married,high.school,no,yes,no,cellular,jun,thu,2,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,Maduro,0.7863055247267688
44,blue-collar,married,basic.6y,no,no,no,cellular,apr,mon,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,Adulto,0.6539494552812838
35,technician,single,professional.course,no,yes,no,cellular,jun,tue,1,6,2,success,-1.7,94.055,-39.8,0.713,4991.6,Adulto,0.9194649365880573
30,admin.,single,university.degree,no,yes,no,cellular,jun,thu,1,3,2,success,-2.9,92.963,-40.8,1.26,5076.2,Joven,0.9508600065377483
51,unemployed,married,basic.6y,no,yes,no,cellular,jun,thu,2,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,Maduro,0.7943388445777471
32,blue-collar,married,basic.4y,no,no,no,cellular,sep,wed,2,999,0,nonexistent,-1.1,94.199,-37.5,0.88,4963.6,Adulto,0.7874004961488807
43,self-employed,married,high.school,unknown,yes,no,cellular,apr,wed,1,999,0,nonexistent,-1.8,93.075,-47.1,1.498,5099.1,Adulto,0.6326957198463805
32,blue-collar,married,basic.9y,no,no,no,cellular,apr,fri,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,Adulto,0.6275230642203643
39,management,married,university.degree,no,yes,no,cellular,apr,fri,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,Adulto,0.6648902742545936
29,student,single,professional.course,no,no,no,cellular,nov,thu,3,3,2,success,-3.4,92.649,-30.1,0.714,5017.5,Joven,0.9593568927051386
